TeamID,Nombre del Equipo,Rango,uId,Nombre del Jugador,Salud,Número de Bajas,Daño,Máxima Distancia de Baja,Asistencias,Noqueos,Número de Headshots,Daño Recibido,Curación,Tiempo de Supervivencia,Tiempo Fuera del Círculo Azul,Daño Total por Veneno,Bajas en Vehículo,Bajas con Granada,Distancia Conducida,Distancia Recorrida,Rescates,Granadas de Humo Usadas,Granadas Fragmentación Usadas,Granadas Incendiarias Usadas,Granadas Cegadoras Usadas,Suministros Obtenidos,Daño Total por Equipo,HeadHits,BodyHits,HandHits,FootHits,LimbsHits,WeaponIDs,WeaponNames,WeaponDamage,WeaponKills,ShotsByWeapon,HitsByWeapon,TotalShots,TotalHits,Accuracy(%)
9,EQUIPO 9,1,5333271889,ĀK๑īHEDA,66,3,271,47,0,0,0,175,177,23m 19s,0m 15s,34,0,0,1677,2697,0,1,1,0,0,1,271,1,6,0,0,3,"101001,101004,102001,104001","AKM,M416,UZI,S686",AKM:208.8 / M416:88.4 / UZI:0.0 / S686:0.0,AKM:2 / M416:1 / UZI:0 / S686:0,AKM:40 / M416:37 / UZI:0 / S686:0,AKM:6 / M416:4 / UZI:0 / S686:0,77,10,12.99
3,EQUIPO 3,2,5223758938,WHŪFlor,0,5,468,113,0,0,0,104,140,23m 19s,1m 1s,136,0,0,4601,1116,0,1,1,0,0,0,468,0,13,0,2,9,"101008,101101,107010","M762,ASM Abakan,Arma 107010",M762:196.8 / ASM Abakan:303.1 / Arma 107010:0.0,M762:2 / ASM Abakan:3 / Arma 107010:0,M762:57 / ASM Abakan:52 / Arma 107010:0,M762:8 / ASM Abakan:16 / Arma 107010:0,109,24,22.02
18,EQUIPO 18,3,52397857054,7丂乇乃卂7,0,8,829,138,0,0,2,216,132,22m 27s,0m 2s,15,0,0,3847,3778,0,4,0,2,0,0,829,4,21,1,2,9,"101004,101001,102002","M416,AKM,UMP45",M416:605.3 / AKM:181.2 / UMP45:106.3,M416:4 / AKM:3 / UMP45:1,M416:232 / AKM:63 / UMP45:19,M416:25 / AKM:6 / UMP45:6,314,37,11.78
96,EQUIPO 96,4,546165438,GARAGoat,0,3,323,29,0,0,0,133,140,21m 48s,0m 23s,107,0,0,3755,2153,0,2,3,0,0,0,323,1,8,2,0,2,"101003,102002,101007","SCAR-L,UMP45,QBZ",SCAR-L:95.0 / UMP45:135.9 / QBZ:84.9,SCAR-L:0 / UMP45:2 / QBZ:1,SCAR-L:63 / UMP45:42 / QBZ:44,SCAR-L:5 / UMP45:6 / QBZ:2,149,13,8.72
35,EQUIPO 35,5,546747466,Luisitopū,0,1,213,228,0,0,0,94,127,20m 35s,0m 34s,128,0,0,2096,2681,0,4,2,2,0,0,213,2,1,0,0,1,"101008,105002,101004,101001","M762,DP-28,M416,AKM",M762:0.0 / DP-28:77.3 / M416:69.4 / AKM:0.0,M762:0 / DP-28:1 / M416:0 / AKM:0,M762:33 / DP-28:81 / M416:27 / AKM:0,M762:0 / DP-28:2 / M416:2 / AKM:0,141,4,2.84
52,EQUIPO 52,6,51921139038,Ōūēūōīū,0,3,294,89,0,0,0,232,266,20m 28s,0m 16s,138,0,1,5860,1412,0,4,3,0,0,0,294,0,7,0,0,8,"101006,101004,102002","AUG A3,M416,UMP45",AUG A3:191.4 / M416:111.6 / UMP45:0.0,AUG A3:1 / M416:1 / UMP45:0,AUG A3:48 / M416:14 / UMP45:0,AUG A3:9 / M416:6 / UMP45:0,62,15,24.19
85,EQUIPO 85,7,511372111,PCªMart24,0,1,30,84,0,0,0,158,158,20m 28s,3m 5s,99,0,0,7108,2032,0,1,1,0,0,0,30,0,2,0,1,0,"101004,104004","M416,DBS",M416:10.2 / DBS:22.4,M416:1 / DBS:0,M416:16 / DBS:2,M416:1 / DBS:2,18,3,16.67
19,EQUIPO 19,8,5550609116,35BAT×ASORI,0,3,273,236,0,0,0,100,44,20m 19s,1m 13s,41,0,0,7479,1088,0,2,0,0,0,0,273,2,4,1,1,3,"105002,101006,101004,102001","DP-28,AUG A3,M416,UZI",DP-28:193.3 / AUG A3:0.0 / M416:0.0 / UZI:113.0,DP-28:2 / AUG A3:0 / M416:0 / UZI:1,DP-28:33 / AUG A3:0 / M416:0 / UZI:18,DP-28:7 / AUG A3:0 / M416:0 / UZI:4,51,11,21.57
7,EQUIPO 7,9,5539851147,namelessॱ666,0,4,388,250,0,0,0,177,77,19m 55s,0m 0s,0,0,0,2474,2170,0,1,1,0,0,0,388,1,7,1,1,6,"101006,102004,101001,102001","AUG A3,Thompson SMG,AKM,UZI",AUG A3:167.7 / Thompson SMG:189.0 / AKM:49.8 / UZI:0.0,AUG A3:1 / Thompson SMG:1 / AKM:1 / UZI:0,AUG A3:237 / Thompson SMG:83 / AKM:5 / UZI:25,AUG A3:7 / Thompson SMG:8 / AKM:1 / UZI:0,350,16,4.57
82,EQUIPO 82,10,523591307,LvpHip,0,1,130,56,0,0,1,100,0,19m 4s,0m 0s,0,0,0,0,808,0,0,2,0,0,0,130,2,1,0,0,3,"101101,103006","ASM Abakan,Mini14",ASM Abakan:166.3 / Mini14:0.0,ASM Abakan:1 / Mini14:0,ASM Abakan:42 / Mini14:0,ASM Abakan:6 / Mini14:0,42,6,14.29
5,EQUIPO 5,11,51882823197,e404RIOuelme,0,1,131,15,0,0,0,32,45,18m 53s,0m 30s,112,0,0,4357,1267,0,0,0,0,0,0,131,1,2,0,1,1,"102002,101004,102001","UMP45,M416,UZI",UMP45:95.5 / M416:35.6 / UZI:0.0,UMP45:1 / M416:0 / UZI:0,UMP45:11 / M416:42 / UZI:0,UMP45:3 / M416:2 / UZI:0,53,5,9.43
74,EQUIPO 74,12,5447362561,Edisonx12,0,2,191,105,0,0,0,75,121,17m 52s,2m 13s,146,0,0,3693,2396,0,0,2,0,0,0,191,0,7,0,0,2,"102002,101004,102001","UMP45,M416,UZI",UMP45:119.7 / M416:101.5 / UZI:0.0,UMP45:1 / M416:1 / UZI:0,UMP45:22 / M416:37 / UZI:0,UMP45:4 / M416:5 / UZI:0,59,9,15.25
58,EQUIPO 58,13,51726369297,Lord〆XPIDER个,0,2,158,101,0,0,0,146,93,17m 6s,0m 0s,0,0,0,1860,2633,0,0,0,0,0,0,158,0,6,0,0,4,"101007,105001,104003","QBZ,M249,S12K",QBZ:77.1 / M249:0.0 / S12K:90.1,QBZ:1 / M249:0 / S12K:1,QBZ:17 / M249:0 / S12K:8,QBZ:2 / M249:0 / S12K:8,25,10,40.00
68,EQUIPO 68,14,51233177098,cascara28,0,2,162,65,0,0,1,66,206,16m 43s,3m 24s,242,0,0,4630,2134,0,0,0,0,0,0,162,2,1,0,0,1,"101003,105001,102002,106001,106008","SCAR-L,M249,UMP45,P92,Skorpion",SCAR-L:0.0 / M249:92.6 / UMP45:99.1 / P92:0.0 / Skorpion:0.0,SCAR-L:0 / M249:1 / UMP45:1 / P92:0 / Skorpion:0,SCAR-L:8 / M249:12 / UMP45:19 / P92:0 / Skorpion:0,SCAR-L:0 / M249:1 / UMP45:3 / P92:0 / Skorpion:0,39,4,10.26
61,EQUIPO 61,15,51236186564,DcFIXS,0,2,362,106,0,0,1,54,442,16m 35s,9m 22s,490,0,0,737,3221,0,1,0,0,0,0,362,2,5,0,1,4,"105001,103006,101006,102001,101001","M249,Mini14,AUG A3,UZI,AKM",M249:144.4 / Mini14:66.4 / AUG A3:74.8 / UZI:0.0 / AKM:96.1,M249:0 / Mini14:1 / AUG A3:0 / UZI:0 / AKM:1,M249:141 / Mini14:15 / AUG A3:92 / UZI:0 / AKM:43,M249:6 / Mini14:1 / AUG A3:3 / UZI:0 / AKM:2,291,12,4.12
30,EQUIPO 30,16,5779671525,SVシANUBIS,0,2,222,22,0,0,0,148,51,16m 25s,0m 1s,3,0,0,2456,1607,0,1,0,0,0,0,222,0,6,0,0,1,"101001,101102,101101","AKM,ACE32,ASM Abakan",AKM:21.6 / ACE32:160.4 / ASM Abakan:79.9,AKM:0 / ACE32:1 / ASM Abakan:1,AKM:68 / ACE32:46 / ASM Abakan:13,AKM:1 / ACE32:4 / ASM Abakan:2,127,7,5.51
69,EQUIPO 69,17,52019968699,IMT十åʀɪ§,0,0,0,0,0,0,0,100,160,16m 17s,2m 34s,160,0,0,0,4082,0,0,0,0,0,0,0,0,0,0,0,0,"103008,102001,106011","Win94,UZI,Dual MP7",Win94:0.0 / UZI:0.0 / Dual MP7:0.0,Win94:0 / UZI:0 / Dual MP7:0,Win94:0 / UZI:0 / Dual MP7:0,Win94:0 / UZI:0 / Dual MP7:0,0,0,0.00
39,EQUIPO 39,18,5336419911,WHūMUSTANGg38,0,2,259,9,0,0,0,132,75,16m 16s,0m 0s,0,0,0,4213,1436,0,0,1,0,0,0,259,1,4,1,0,4,"102002,103001","UMP45,Kar98K",UMP45:293.0 / Kar98K:0.0,UMP45:2 / Kar98K:0,UMP45:81 / Kar98K:0,UMP45:10 / Kar98K:0,81,10,12.35
