TeamID,Team Name,Rank,uId,Player Name,Health,Kill Num,Damage,Max Kill Distance,Assists,Knockouts,Head Shot Num,In Damage,Heal,Survival Time,Outside Blue Circle Time,Poison Total Damage,Kill Num In Vehicle,Kill Num By Grenade,Drive Distance,March Distance,Rescue Times,Use Smoke Grenade Num,Use Frag Grenade Num,Use Burn Grenade Num,Use Flash Grenade Num,Got Air Drop Num,Total Damage per Team
"1","Team1","1","51719438378","pgWhisky","19","3","388","33","0","0","2","303","251","21m 57s","0m 16s","24","0","0","5231","2041","0","2","5","1","0","0","388"
"33","Team33","2","5903187007","1paRoyerJr","0","4","775","170","0","1","1","275","286","21m 49s","0m 11s","76","0","0","1871","2601","0","4","1","0","0","1","775"
"26","Team26","3","51777125068","VIPCarlos","0","1","100","1","0","0","0","167","83","20m 32s","0m 4s","92","0","0","5723","2035","0","1","0","0","0","0","100"
"40","Team40","4","5143990878","Rиg〦Bøиkz","0","3","364","100","0","1","0","218","118","20m 9s","0m 0s","0","0","0","2708","3670","0","2","1","0","0","0","364"
"77","Team77","5","5148864554","S1xDoyle","0","4","631","66","0","1","0","178","386","19m 23s","3m 18s","262","0","0","5749","1923","0","2","4","1","0","0","631"
"11","Team11","6","576985008","5乛XT丨MOISÉS","0","1","224","53","0","0","0","63","59","18m 26s","0m 13s","93","0","0","3623","2586","0","2","0","2","0","0","224"
"20","Team20","7","5213550094","KzŪɨŪCrïs","0","5","529","91","0","1","0","506","393","18m 38s","1m 5s","80","0","0","3263","2449","0","1","2","0","0","0","529"
"25","Team25","8","51347327959","pgEylin","0","2","261","14","0","0","0","101","345","18m 18s","3m 56s","351","0","0","3362","2619","0","0","2","0","0","0","261"
"28","Team28","9","530001067","KzŪɨŪNicö","0","2","407","54","0","2","0","261","76","16m 55s","0m 5s","11","0","1","5025","1538","0","1","1","1","0","0","407"
"49","Team49","10","551989148","1paXeneize","0","1","269","2","0","0","0","336","236","16m 40s","0m 3s","24","0","0","1650","2664","0","2","1","0","0","0","269"
"53","Team53","11","5612855558","ASFŰLUNA","0","1","100","13","0","0","0","78","9","16m 57s","0m 3s","30","0","0","7231","908","0","0","0","0","0","0","100"
"9","Team9","12","51556582114","๛R٭O٭Y؄总","0","0","0","0","0","0","0","100","0","16m 19s","0m 0s","0","0","0","3791","1280","0","0","1","0","0","0","0"
"31","Team31","13","5222259228","IBsCAPIBARA","0","1","165","6","0","0","0","99","165","16m 9s","3m 7s","166","0","0","7890","1102","0","0","0","0","0","0","165"
"24","Team24","14","51786450040","RNGquique","0","0","0","0","0","0","0","63","321","14m 31s","3m 57s","357","0","0","3675","1817","0","0","0","0","0","0","0"
"100","Team100","15","51820541620","CsLeodan","0","2","377","70","0","0","0","165","65","15m 8s","0m 0s","0","0","0","4932","1810","0","0","0","0","0","0","377"
"32","Team32","16","535328945","RevXEAAAN","0","3","306","183","0","0","1","178","124","14m 46s","0m 10s","46","0","0","2194","1579","0","0","1","1","0","0","306"
"48","Team48","17","51397199247","dyhsēGIU07","0","0","0","0","0","0","0","84","65","14m 37s","1m 11s","81","0","0","8011","1390","0","0","0","0","0","0","0"
"19","Team19","18","51867149474","sirJOST","0","1","81","119","0","0","1","100","185","14m 42s","2m 49s","185","0","0","1883","2337","0","0","0","0","0","0","81"
"60","Team60","19","543971361","pcPUMAzinN","0","2","384","161","0","1","0","196","48","13m 49s","0m 24s","39","0","0","3530","1613","0","1","1","0","0","0","384"
"37","Team37","20","5382735629","〘LRK〙THISOMM","0","0","0","0","0","0","0","87","84","13m 5s","1m 19s","97","0","0","3264","596","0","0","0","0","0","0","0"
"15","Team15","21","580299064","Báezツ","0","0","55","0","0","0","0","158","83","13m 15s","0m 0s","0","0","0","1342","1419","0","2","0","0","0","0","55"
"18","Team18","22","51835126914","dickbig17","0","0","0","0","0","0","0","75","149","12m 16s","1m 58s","166","0","0","5408","1495","0","0","0","0","0","0","0"
"5","Team5","23","511317182","sosBLUNDER","0","2","178","86","0","0","1","159","142","12m 14s","0m 56s","82","0","0","3568","443","0","0","0","0","0","0","178"
"38","Team38","24","51644133272","JamesCloverla","0","0","0","0","0","0","0","100","197","11m 40s","3m 19s","197","0","0","2967","1554","0","0","0","0","0","0","0"
"42","Team42","25","52181442907","CDSxRRR","0","0","0","0","0","0","0","100","0","11m 1s","0m 0s","0","0","0","0","1419","0","0","0","0","0","0","0"
"10","Team10","26","5661957773","SpLBomba77","0","0","16","0","0","0","0","100","0","10m 22s","0m 0s","0","0","0","3849","837","0","0","0","0","0","0","16"
