"TeamID","Nombredel Equipo","Rango","uId","Nombredel Jugador","Salud","Númerode Bajas","Daño","Máxima Distanciade Baja","Asistencias","Noqueos","Número deHeadshots","DañoRecibido","Curación","Tiempo deSupervivencia","Tiempo Fuera delCírculo Azul","Daño Totalpor Veneno","Bajas enVehículo","Bajas conGranada","DistanciaConducida","DistanciaRecorrida","Rescates","Granadas de HumoUsadas","Granadas FragmentaciónUsadas","Granadas IncendiariasUsadas","Granadas CegadorasUsadas","SuministrosObtenidos","Daño Totalpor Equipo"
10,Team10,1,580808911,BERฮGødzilla,85,2,143,1,0,0,0,0,160,19m 9s,0m 0s,18,1,0,10865,985,0,0,10,2,0,1,143
96,Team96,2,51659143449,nvyEsteɮan¹,0,1,264,36,0,1,0,0,59,18m 46s,0m 2s,178,0,1,46,2269,0,2,3,3,1,0,264
8,Team8,3,51830351242,Sadbacterium,0,3,10,2,0,0,0,60,70,19m 2s,0m 0s,32,1,0,5655,899,0,0,3,0,3,0,10
5,Team5,4,5216037752,1paMATO18,0,1,114,1,0,0,0,38,61,19m 13s,0m 5s,100,1,0,11100,974,0,0,2,0,0,0,114
7,Team7,5,51849036118,Revenger15,0,0,0,0,0,0,0,90,133,18m 35s,0m 2s,86,0,0,7995,858,0,0,1,1,0,0,0
6,Team6,6,5382735629,〘LRK〙THISOMM,0,3,370,2,0,0,0,67,199,18m 0s,1m 37s,242,3,0,5762,1106,0,4,2,0,0,0,370
1,Team1,7,51792225482,ELLIMINATE2,0,0,0,0,0,0,0,15,22,17m 33s,0m 2s,64,0,0,11847,414,0,0,0,0,0,0,0
11,Team11,8,5223758938,ūFlorīīī,0,0,0,0,0,0,0,31,21,16m 14s,0m 2s,90,0,0,4350,1185,0,0,0,0,0,0,0
4,Team4,9,546362992,ㅇMiLeK,0,1,100,2,0,0,0,52,38,16m 21s,0m 25s,26,1,0,8128,1653,0,0,0,0,0,0,100
12,Team12,10,520705519,MismisimoEddie,0,1,192,14,0,1,0,241,67,15m 39s,0m 9s,9,0,1,3289,2151,0,0,10,1,0,0,192
3,Team3,11,5218238268,M͜KitūKat๛,0,0,23,0,0,0,0,0,33,13m 43s,0m 1s,6,0,0,6459,1556,0,0,1,0,0,0,23
35,Team35,12,5216749258,CDSxJxUxZ,0,1,100,24,0,0,0,108,156,13m 42s,1m 20s,133,0,1,555,2113,0,0,3,0,1,0,100
83,Team83,13,51644892258,5乛XT丨SANDY,0,0,9,0,0,0,0,100,0,13m 1s,0m 0s,0,0,0,383,1515,0,0,0,0,0,0,9
9,Team9,14,51813354732,『BcT』Tutio,0,0,0,0,0,0,0,169,3,12m 49s,0m 10s,28,0,0,6599,1160,0,0,0,0,0,0,0
100,Team100,15,52052010683,龙LSVメNiko359,0,1,125,67,0,0,0,100,0,9m 51s,0m 0s,0,0,0,0,2061,0,0,2,0,1,0,125
82,Team82,16,576985008,5乛XT丨MOISÉS,0,0,0,0,0,0,0,100,39,8m 48s,0m 48s,38,0,0,4595,773,0,0,1,0,0,0,0
99,Team99,17,52032434204,龙LSVメNorlan,0,0,0,0,0,0,0,191,21,5m 14s,0m 20s,22,0,0,1835,737,0,0,0,0,0,0,0
2,Team2,18,5162712510,Mʞ〢ＪＪ,0,0,20,0,0,0,0,100,0,3m 15s,0m 0s,0,0,0,0,915,0,0,2,0,0,0,20
