"TeamID","Nombredel Equipo","Rango","uId","Nombredel Jugador","Salud","Númerode Bajas","Daño","Máxima Distanciade Baja","Asistencias","Noqueos","Número deHeadshots","DañoRecibido","Curación","Tiempo deSupervivencia","Tiempo Fuera delCírculo Azul","Daño Totalpor Veneno","Bajas enVehículo","Bajas conGranada","DistanciaConducida","DistanciaRecorrida","Rescates","Granadas de HumoUsadas","Granadas FragmentaciónUsadas","Granadas IncendiariasUsadas","Granadas CegadorasUsadas","SuministrosObtenidos","Daño Totalpor Equipo"
17,Team17,1,5218238268,M͜KitūKat๛,6,0,0,0,0,0,0,87,223,24m 38s,0m 26s,326,0,0,0,5290,0,4,0,0,0,0,0
20,Team20,2,520705519,MismisimoEddie,0,0,0,0,0,0,0,21,295,24m 43s,1m 23s,493,0,0,0,5198,0,2,0,0,0,0,0
3,Team3,3,5162712510,Mʞ〢ＪＪ,0,0,0,0,0,0,0,0,44,24m 43s,0m 7s,254,0,0,0,3919,0,7,0,0,5,0,0
100,Team100,4,5298295656,〘LRK〙Osukaru,0,5,749,34,0,1,3,73,147,25m 4s,0m 4s,136,0,0,0,5856,0,5,0,0,0,0,749
1,Team1,5,51849036118,Revenger15,0,0,0,0,0,0,0,0,34,21m 43s,0m 4s,110,0,0,0,4767,0,3,0,0,0,0,0
21,Team21,6,580808911,BERฮGødzilla,0,0,0,0,0,0,0,0,76,24m 32s,0m 6s,186,0,0,0,3600,0,2,0,0,0,1,0
96,Team96,7,51659143449,nvyEsteɮan¹,0,0,0,0,0,0,0,0,8,23m 40s,0m 4s,110,0,0,0,4029,0,9,0,0,6,0,0
4,Team4,8,539864305,尺父丂๛KÜAÜ,0,0,0,0,0,0,0,87,113,23m 49s,0m 4s,134,0,0,0,3404,0,2,0,0,3,0,0
9,Team9,9,546362992,ㅇMiLeK,0,0,0,0,0,0,0,0,21,23m 59s,0m 3s,128,0,0,0,5404,0,3,0,0,1,2,0
10,Team10,10,51792225482,ELLIMINATE2,0,0,0,0,0,0,0,0,0,24m 13s,0m 3s,112,0,0,0,2668,0,0,0,0,0,0,0
16,Team16,11,5760544684,E¢R亗Levi7亗,0,0,22,0,0,0,0,80,129,24m 22s,0m 11s,159,0,0,0,4035,0,2,0,0,1,1,22
8,Team8,12,5216037752,1paMATO18,0,0,0,0,0,0,0,0,5,24m 33s,0m 2s,110,0,0,0,5465,0,5,0,0,2,0,0
15,Team15,13,5382735629,〘LRK〙THISOMM,0,0,0,0,0,0,0,0,40,24m 15s,0m 3s,148,0,0,0,4142,0,0,0,0,3,0,0
90,Team90,14,576985008,5乛XT丨MOISÉS,0,0,0,0,0,0,0,87,123,23m 34s,0m 18s,146,0,0,0,3504,0,2,0,0,0,0,0
12,Team12,15,5128953808,McS๛PubgManco,0,0,0,0,0,0,0,100,0,20m 12s,0m 0s,0,0,0,0,2072,0,0,0,0,0,0,0
99,Team99,16,51483683964,『Mw』TORRES,0,3,510,23,0,1,0,119,0,16m 59s,0m 6s,74,0,0,0,4566,0,3,0,0,0,0,510
19,Team19,17,52052010683,龙LSVメNiko359,0,2,200,5,0,0,0,0,56,16m 46s,0m 17s,156,0,0,0,1486,0,0,0,0,1,0,200
5,Team5,18,5223758938,ūFlorīīī,0,0,0,0,0,0,0,58,0,14m 55s,0m 11s,42,0,0,0,1726,0,0,0,0,0,0,0
39,Team39,19,5216749258,CDSxJxUxZ,0,0,0,0,0,0,0,0,363,15m 10s,3m 24s,470,0,0,0,2150,0,0,0,0,0,0,0
91,Team91,20,51644892258,5乛XT丨SANDY,0,0,0,0,0,0,0,92,126,14m 39s,1m 54s,133,0,0,0,4508,0,0,0,0,0,0,0
14,Team14,21,5764361473,McS๛PEACHツ,0,0,0,0,0,0,0,100,34,13m 33s,0m 0s,0,0,0,0,2834,0,0,0,0,0,0,0
18,Team18,22,5336419911,ryuMUSTANGg38,0,0,0,0,0,0,0,100,0,13m 28s,0m 0s,0,0,0,0,1120,0,0,0,0,0,0,0
7,Team7,23,52070350364,McS๛NETRO,0,0,0,0,0,0,0,100,0,13m 18s,0m 0s,0,0,0,0,585,0,0,0,0,0,0,0
2,Team2,24,51830351242,Sadbacterium,0,0,0,0,0,0,0,0,0,7m 38s,0m 0s,0,0,0,0,1930,0,0,0,0,0,0,0
13,Team13,25,5779671525,SVシANUBIS,0,0,0,0,0,0,0,197,0,6m 9s,0m 0s,0,0,0,0,1384,0,0,0,0,0,0,0
11,Team11,26,5788823424,AメF๛GIRASOL,0,0,0,0,0,0,0,73,0,6m 20s,0m 0s,0,0,0,0,1350,0,0,0,0,0,0,0
6,Team6,27,573587941,AngelFlowYT,0,0,0,0,0,0,0,100,0,0m 13s,0m 0s,0,0,0,0,24,0,0,0,0,0,0,0
