"TeamID","Nombredel Equipo","Rango","uId","Nombredel Jugador","Salud","Númerode Bajas","Daño","Máxima Distanciade Baja","Asistencias","Noqueos","Número deHeadshots","DañoRecibido","Curación","Tiempo deSupervivencia","Tiempo Fuera delCírculo Azul","Daño Totalpor Veneno","Bajas enVehículo","Bajas conGranada","DistanciaConducida","DistanciaRecorrida","Rescates","Granadas de HumoUsadas","Granadas FragmentaciónUsadas","Granadas IncendiariasUsadas","Granadas CegadorasUsadas","SuministrosObtenidos","Daño Totalpor Equipo"
3,Team3,1,5162712510,Mʞ〢ＪＪ,0,7,1093,11,0,1,3,295,195,19m 45s,0m 8s,90,0,0,0,4978,0,0,0,0,0,1,1093
82,Team82,2,576985008,5乛XT丨MOISÉS,0,1,88,1,0,0,0,132,52,19m 12s,0m 3s,34,0,0,0,3240,0,0,0,0,0,0,88
15,Team15,3,5223758938,ūFlorīīī,0,1,124,0,0,1,1,175,95,19m 25s,0m 0s,22,0,0,0,3890,0,0,0,0,0,1,124
13,Team13,4,580808911,BERฮGødzilla,0,0,84,0,0,0,0,138,60,19m 10s,0m 0s,22,0,0,0,3967,0,0,0,0,0,1,84
100,Team100,5,51644133272,JamesCloverla,0,1,315,1,0,0,0,117,288,19m 36s,2m 48s,232,1,0,10378,1061,0,0,0,0,0,0,315
1,Team1,6,5216037752,1paMATO18,0,1,153,2,0,0,0,104,4,19m 13s,0m 0s,0,0,0,0,4792,0,0,0,0,0,0,153
20,Team20,7,520705519,MismisimoEddie,0,6,576,4,0,0,3,317,506,19m 0s,4m 34s,308,0,0,0,5515,0,0,0,0,0,0,576
9,Team9,8,51830351242,Sadbacterium,0,0,0,0,0,0,0,126,26,17m 48s,0m 1s,0,0,0,0,3548,0,0,0,0,0,0,0
16,Team16,9,51878513124,9zEdem1,0,0,87,0,0,0,0,102,61,18m 8s,2m 21s,59,0,0,0,5505,0,0,0,0,0,1,87
4,Team4,10,546362992,ㅇMiLeK,0,0,0,0,0,0,0,121,21,17m 39s,0m 0s,0,0,0,0,4609,0,0,0,0,0,0,0
7,Team7,11,51813354732,『BcT』Tutio,0,2,208,2,0,0,0,119,28,18m 1s,0m 13s,0,0,0,0,5377,0,0,0,0,0,0,208
37,Team37,12,5216749258,CDSxJxUxZ,0,1,172,1,0,0,0,176,214,17m 19s,0m 25s,138,0,0,0,1971,0,0,0,0,0,0,172
6,Team6,13,5764361473,McS๛PEACHツ,0,0,0,0,0,0,0,100,0,17m 13s,0m 0s,0,0,0,0,3832,0,0,0,0,0,0,0
83,Team83,14,51644892258,5乛XT丨SANDY,0,0,0,0,0,0,0,129,63,16m 37s,0m 44s,0,0,0,0,3292,0,0,0,0,0,0,0
5,Team5,15,51849036118,Revenger15,0,0,0,0,0,0,0,104,4,15m 26s,0m 3s,0,0,0,0,4390,0,0,0,0,0,0,0
11,Team11,16,5382735629,〘LRK〙THISOMM,0,0,36,0,0,0,0,258,93,15m 56s,0m 27s,31,0,0,0,3863,0,0,0,0,0,0,36
2,Team2,17,51792225482,ELLIMINATE2,0,0,159,0,0,0,0,100,0,13m 22s,0m 0s,0,0,0,0,2546,0,0,0,0,0,0,159
96,Team96,18,51659143449,nvyEsteɮan¹,0,0,72,0,0,0,0,103,3,11m 58s,0m 0s,0,0,0,0,3375,0,0,0,0,0,0,72
17,Team17,19,52070350364,McS๛NETRO,0,0,0,0,0,0,0,106,82,13m 59s,0m 0s,0,0,0,0,2850,0,0,0,0,0,0,0
19,Team19,20,52052010683,龙LSVメNiko359,0,0,0,0,0,0,0,100,0,13m 44s,0m 3s,0,0,0,0,1811,0,0,0,0,0,0,0
12,Team12,21,5218238268,M͜KitūKat๛,0,0,0,0,0,0,0,0,878,11m 55s,9m 36s,989,0,0,0,3310,0,0,0,0,0,0,0
14,Team14,22,5336419911,ryuMUSTANGg38,0,1,154,1,0,0,0,121,21,10m 28s,0m 0s,0,0,0,0,2751,0,0,0,0,0,0,154
8,Team8,23,5760544684,E¢R亗Levi7亗,0,0,36,0,0,0,0,100,0,10m 8s,0m 56s,0,0,0,0,3125,0,0,0,0,0,0,36
10,Team10,24,52041118538,AnthonyCantan,0,0,0,0,0,0,0,161,227,9m 43s,2m 27s,166,0,0,0,3189,0,0,0,0,0,0,0
18,Team18,25,539864305,尺父丂๛KÜAÜ,0,0,102,0,0,0,0,150,64,8m 12s,0m 13s,14,0,0,0,2254,0,0,0,0,0,0,102
