"TeamID","Nombredel Equipo","Rango","uId","Nombredel Jugador","Salud","Númerode Bajas","Daño","Máxima Distanciade Baja","Asistencias","Noqueos","Número deHeadshots","DañoRecibido","Curación","Tiempo deSupervivencia","Tiempo Fuera delCírculo Azul","Daño Totalpor Veneno","Bajas enVehículo","Bajas conGranada","DistanciaConducida","DistanciaRecorrida","Rescates","Granadas de HumoUsadas","Granadas FragmentaciónUsadas","Granadas IncendiariasUsadas","Granadas CegadorasUsadas","SuministrosObtenidos","Daño Totalpor Equipo"
46,Team46,1,5321832250,Mʞ〢Revoox,100,7,827,188,0,1,1,92,92,17m 20s,0m 0s,0,0,1,152,2027,0,5,1,0,0,0,827
51,Team51,2,5903187007,1paRoyerJr,0,6,641,214,0,2,0,478,501,18m 13s,0m 23s,122,0,0,1874,1646,0,3,0,0,0,0,641
23,Team23,3,510336915,GHOSTJonathan,0,4,321,174,0,0,2,124,115,17m 4s,0m 21s,78,0,0,4866,1955,0,4,1,0,0,0,321
24,Team24,4,5153481516,A7Angelinho77k,0,3,422,141,0,0,1,277,116,15m 40s,0m 1s,10,0,1,1607,2051,0,0,2,0,0,0,422
6,Team6,5,5216037752,1paMATO18,0,3,692,44,0,1,0,179,132,15m 25s,0m 32s,52,0,0,1960,2088,0,5,1,0,0,0,692
86,Team86,6,5563068333,MLFxxSEBASTIAN,0,5,558,120,0,1,0,187,0,14m 17s,0m 0s,0,0,0,1377,1139,0,0,0,0,0,0,558
48,Team48,7,51671825699,เʍp๛乙ㅤATO,0,3,400,215,0,0,1,99,109,14m 8s,0m 53s,91,0,0,3564,1605,0,0,0,0,0,0,400
57,Team57,8,551989148,1paXeneize,0,3,329,234,0,0,0,151,51,13m 19s,0m 0s,0,0,1,4722,1143,0,0,2,0,0,0,329
35,Team35,9,51719438378,pgWhisky,0,3,460,80,0,0,1,173,73,13m 47s,0m 0s,0,0,0,1666,1481,0,1,0,0,0,0,460
3,Team3,10,5612855558,ASFŰLUNA,0,0,187,0,0,0,0,223,133,13m 48s,0m 0s,0,0,0,1650,771,0,0,0,0,0,0,187
34,Team34,11,5134902957,prime曼努埃爾,0,2,507,14,0,0,0,229,161,13m 51s,0m 18s,22,0,0,4001,1261,0,1,3,0,0,1,507
90,Team90,12,576985008,5乛XT丨MOISÉS,0,2,336,38,0,0,1,125,84,12m 40s,0m 26s,58,0,0,5885,1118,0,0,0,0,0,0,336
