TeamID,Nombre del Equipo,Rango,uId,Nombre del Jugador,Salud,Número de Bajas,Daño,Máxima Distancia de Baja,Asistencias,Noqueos,Número de Headshots,Daño Recibido,Curación,Tiempo de Supervivencia,Tiempo Fuera del Círculo Azul,Daño Total por Veneno,Bajas en Vehículo,Bajas con Granada,Distancia Conducida,Distancia Recorrida,Rescates,Granadas de Humo Usadas,Granadas Fragmentación Usadas,Granadas Incendiarias Usadas,Granadas Cegadoras Usadas,Suministros Obtenidos,Daño Total por Equipo,HeadHits,BodyHits,HandHits,FootHits,LimbsHits,WeaponIDs,WeaponNames,WeaponDamage,WeaponKills,ShotsByWeapon,HitsByWeapon,TotalShots,TotalHits,Accuracy(%)
10,Team10,1,5222259228,IBsCAPIBARA,100,9,967,90,0,1,2,170,388,11m 44s,2m 42s,218,0,1,940,1329,0,2,6,1,0,0,967,0,3,0,1,2,"101004,104001,102004,107039","M416,S686,Thompson SMG,Fish Rocket Launcher Adv",M416:29.4 / S686:0.0 / Thompson SMG:103.6 / Fish Rocket Launcher Adv:0.0,M416:0 / S686:0 / Thompson SMG:1 / Fish Rocket Launcher Adv:0,M416:20 / S686:0 / Thompson SMG:21 / Fish Rocket Launcher Adv:0,M416:2 / S686:0 / Thompson SMG:4 / Fish Rocket Launcher Adv:0,41,6,14.63
2,Team2,2,5539851147,namelessॱ666,0,4,634,89,0,0,1,354,116,11m 38s,0m 3s,46,0,1,0,776,0,1,4,0,0,0,634,1,2,2,0,1,"101003,104003,105002,102002,107039","SCAR-L,S12K,DP-28,UMP45,Fish Rocket Launcher Adv",SCAR-L:100.2 / S12K:0.0 / DP-28:111.8 / UMP45:0.0 / Fish Rocket Launcher Adv:0.0,SCAR-L:1 / S12K:0 / DP-28:1 / UMP45:0 / Fish Rocket Launcher Adv:0,SCAR-L:74 / S12K:0 / DP-28:30 / UMP45:0 / Fish Rocket Launcher Adv:0,SCAR-L:3 / S12K:0 / DP-28:3 / UMP45:0 / Fish Rocket Launcher Adv:0,104,6,5.77
6,Team6,3,5114882255,ʚɞYessiʚɞ,0,1,101,11,0,0,1,220,69,10m 58s,0m 1s,42,0,0,0,1105,0,0,2,0,0,0,101,0,3,1,1,2,"102002,107039,102001,101001,101102","UMP45,Fish Rocket Launcher Adv,UZI,AKM,ACE32",UMP45:78.6 / Fish Rocket Launcher Adv:0.0 / UZI:0.0 / AKM:19.2 / ACE32:109.6,UMP45:0 / Fish Rocket Launcher Adv:0 / UZI:0 / AKM:0 / ACE32:1,UMP45:69 / Fish Rocket Launcher Adv:0 / UZI:0 / AKM:9 / ACE32:23,UMP45:3 / Fish Rocket Launcher Adv:0 / UZI:0 / AKM:1 / ACE32:3,101,7,6.93
20,Team20,4,5162712510,Mʞ〢ＪＪ,0,3,270,54,0,0,0,237,808,10m 15s,5m 35s,770,0,0,0,1140,0,2,1,0,0,0,270,0,5,1,0,0,"102002,101001,107039","UMP45,AKM,Fish Rocket Launcher Adv",UMP45:126.9 / AKM:27.6 / Fish Rocket Launcher Adv:0.0,UMP45:1 / AKM:0 / Fish Rocket Launcher Adv:0,UMP45:78 / AKM:14 / Fish Rocket Launcher Adv:0,UMP45:5 / AKM:1 / Fish Rocket Launcher Adv:0,92,6,6.52
11,Team11,5,568524628,RNGJONA,0,4,328,207,0,0,0,102,3,9m 48s,0m 8s,190,0,0,0,871,0,1,0,0,0,0,328,0,8,1,0,5,"101102,101006,104004,101003","ACE32,AUG A3,DBS,SCAR-L",ACE32:108.4 / AUG A3:18.3 / DBS:99.7 / SCAR-L:39.2,ACE32:1 / AUG A3:0 / DBS:1 / SCAR-L:0,ACE32:23 / AUG A3:42 / DBS:14 / SCAR-L:155,ACE32:3 / AUG A3:1 / DBS:8 / SCAR-L:2,234,14,5.98
21,Team21,6,5760505422,LoscarSPM,0,1,3,0,0,1,0,224,108,9m 45s,0m 5s,84,0,0,1122,713,0,0,1,0,0,0,3,1,12,0,2,3,"102001,102002,106011","UZI,UMP45,Dual MP7",UZI:148.3 / UMP45:224.6 / Dual MP7:0.0,UZI:0 / UMP45:2 / Dual MP7:0,UZI:16 / UMP45:71 / Dual MP7:0,UZI:9 / UMP45:9 / Dual MP7:0,87,18,20.69
12,Team12,7,51777125068,VIPCarlos,0,1,143,1,0,0,0,162,58,8m 59s,0m 14s,176,0,0,0,381,0,0,5,0,0,0,143,0,0,0,0,0,"104002,102003,101001","S1897,Vector,AKM",S1897:0.0 / Vector:0.0 / AKM:0.0,S1897:0 / Vector:0 / AKM:0,S1897:0 / Vector:19 / AKM:0,S1897:0 / Vector:0 / AKM:0,19,0,0.00
19,Team19,8,573587941,AngelFlowYT,0,3,265,69,0,0,2,200,12,8m 53s,0m 1s,12,0,0,0,1075,0,0,0,0,0,0,265,0,5,0,0,4,"101101,104004,104003,105002,102001,101003,107039","ASM Abakan,DBS,S12K,DP-28,UZI,SCAR-L,Fish Rocket Launcher Adv",ASM Abakan:0.0 / DBS:0.0 / S12K:110.4 / DP-28:0.0 / UZI:0.0 / SCAR-L:0.0 / Fish Rocket Launcher Adv:0.0,ASM Abakan:0 / DBS:0 / S12K:1 / DP-28:0 / UZI:0 / SCAR-L:0 / Fish Rocket Launcher Adv:0,ASM Abakan:0 / DBS:9 / S12K:9 / DP-28:6 / UZI:0 / SCAR-L:0 / Fish Rocket Launcher Adv:0,ASM Abakan:0 / DBS:0 / S12K:9 / DP-28:0 / UZI:0 / SCAR-L:0 / Fish Rocket Launcher Adv:0,24,9,37.50
8,Team8,9,5216749258,CDSxJxUxZ,0,0,0,0,0,0,0,194,10,8m 50s,0m 1s,16,0,0,0,159,0,0,0,0,0,0,0,0,12,2,0,3,"102005,102004,104003,106010","PP19,Thompson SMG,S12K,Desert Eagle",PP19:231.7 / Thompson SMG:30.1 / S12K:70.7 / Desert Eagle:0.0,PP19:0 / Thompson SMG:1 / S12K:0 / Desert Eagle:0,PP19:77 / Thompson SMG:38 / S12K:6 / Desert Eagle:0,PP19:10 / Thompson SMG:1 / S12K:6 / Desert Eagle:0,121,17,14.05
18,Team18,10,543524854,乄GhT〆SaNTOnY,0,0,0,0,0,0,0,99,10,8m 35s,0m 15s,114,0,0,0,273,0,0,0,0,0,0,0,2,21,1,4,11,"102105,101006,102004,107039,102002","P90,AUG A3,Thompson SMG,Fish Rocket Launcher Adv,UMP45",P90:323.8 / AUG A3:313.9 / Thompson SMG:121.8 / Fish Rocket Launcher Adv:0.0 / UMP45:0.0,P90:3 / AUG A3:2 / Thompson SMG:1 / Fish Rocket Launcher Adv:0 / UMP45:0,P90:86 / AUG A3:185 / Thompson SMG:29 / Fish Rocket Launcher Adv:0 / UMP45:0,P90:18 / AUG A3:17 / Thompson SMG:4 / Fish Rocket Launcher Adv:0 / UMP45:0,300,39,13.00
1,Team1,11,51446952222,『VANSII』,0,0,0,0,0,0,0,0,250,8m 39s,2m 3s,352,0,0,0,1578,0,0,0,0,0,0,0,0,0,0,0,0,"101004,102002","M416,UMP45",M416:0.0 / UMP45:0.0,M416:0 / UMP45:0,M416:0 / UMP45:0,M416:0 / UMP45:0,0,0,0.00
4,Team4,12,52203696826,AVILMENTEtikto,0,2,212,5,0,0,0,157,130,8m 24s,0m 17s,108,0,0,0,1056,0,1,0,0,0,0,212,0,3,0,0,0,"101004,101001,101101,107039,105002","M416,AKM,ASM Abakan,Fish Rocket Launcher Adv,DP-28",M416:71.0 / AKM:0.0 / ASM Abakan:0.0 / Fish Rocket Launcher Adv:0.0 / DP-28:0.0,M416:0 / AKM:0 / ASM Abakan:0 / Fish Rocket Launcher Adv:0 / DP-28:0,M416:105 / AKM:9 / ASM Abakan:25 / Fish Rocket Launcher Adv:0 / DP-28:0,M416:3 / AKM:0 / ASM Abakan:0 / Fish Rocket Launcher Adv:0 / DP-28:0,139,3,2.16
